sort-key	name	mech-tons	engine-default	left arm	left torso	center	right torso	right arm	head	jj	ecm	masc	engines	hardpoints	torso/arm	costs	mechfilter-faction	mechfilter-variant	mechfilter-family	mechfilter-type	default-engine	engine-speedtweak	engine-min	engine-max
innersphere.osiris.osr-1v	osr-1v	30	xl 240	2 m (10x2)	1 ams 2 e		1 m (10)	2 e		4			100 - 285 xl 240	4 0 3	110 / 0 25 / 30	n/a	innersphere	611	osiris	normal	240	0	100	285
innersphere.osiris.osr-2v	osr-2v	30	xl 240	2 e	1 ams 1 b	1 e	1 b	2 e		4			100 - 285 xl 240	5 2 0	110 / 0 25 / 30	n/a	innersphere	612	osiris	normal	240	0	100	285
innersphere.osiris.osr-3d	osr-3d	30	xl 240	1 m (10)	1 ams 2 b	2 e	1 e	2 e		4			100 - 285 xl 240	5 2 1	110 / 0 25 / 30	n/a	innersphere	609	osiris	normal	240	0	100	285
innersphere.osiris.osr-4d	osr-4d	30	xl 240		1 ams	2 e	2 e	2 e		8			100 - 285 xl 240	6 0 0	110 / 0 25 / 30	n/a	innersphere	610	osiris	normal	240	0	100	285
innersphere.osiris.sekhmet hero	sekhmet hero	30	xl 240	1 b 1 e	1 ams 1 e		1 e	1 b 1 e		6			100 - 285 xl 240	4 2 0	110 / 0 25 / 30	n/a	innersphere	614	osiris	hero	240	0	100	285
innersphere.quickdraw.iv-four hero	iv-four hero	60	xl 240	1 b	1 ams 1 m (10)	2 e	1 m (10)	1 b		4			120 - 290 xl 240	2 2 2	100 / 35 25 / 40	4,500	innersphere	158	quickdraw	hero	240	0	120	290
innersphere.rifleman.legend-killer hero	legend-killer hero	60	xl 240	2 b 1 e	1 e	1 ams	1 e	2 b 1 e					120 - 290 xl 240	4 4 0	100 / 0 20 / 50	4,500	innersphere	390	rifleman	hero	240	0	120	290
innersphere.rifleman.rfl-5d	rfl-5d	60	xl 240	3 e		2 e	1 ams	3 e					120 - 290 xl 240	8 0 0	100 / 0 20 / 50	3,230 8,074,340	innersphere	389	rifleman	normal	240	0	120	290
innersphere.rifleman.rfl-8d	rfl-8d	60	xl 240	1 b 2 e		1 ams		1 b 2 e		4			120 - 290 xl 240	4 2 0	100 / 0 20 / 50	n/a	innersphere	777	rifleman	normal	240	0	120	290
innersphere.spider.anansi hero	anansi hero	30	xl 240	1 b 1 e	1 ams	1 m (6)	1 ams	1 b 1 e		6			100 - 270 xl 240	2 2 1	110 / 40 20 / 30	2,250	innersphere	203	spider	hero	240	0	100	270
innersphere.vulcan.bloodlust hero	bloodlust hero	40	xl 240	2 b	1 m (20)	1 ams 1 m (10)	1 m (20)	1 b 1 e	1 m (5)	6			100 - 315 xl 240	1 3 4	130 / 45 30 / 45	n/a	innersphere	731	vulcan	hero	240	0	100	315
innersphere.vulcan.vt-5s	vt-5s	40	xl 240	1 b	2 e	1 ams	2 b	1 e		6			100 - 315 xl 240	3 3 0	130 / 45 30 / 45	n/a	innersphere	729	vulcan	normal	240	0	100	315
innersphere.vulcan.vt-6m	vt-6m	40	xl 240	2 b	1 e	1 ams	2 b	1 e		6			100 - 315 xl 240	2 4 0	130 / 45 30 / 45	n/a	innersphere	730	vulcan	normal	240	0	100	315
innersphere.osiris.osr-1v(c) champion	osr-1v(c) champion	30	xl 245	2 m (10x2)	1 ams 2 e		1 m (10)	2 e		4			100 - 285 xl 245	4 0 3	110 / 0 25 / 30	n/a	innersphere	701	osiris	champion	245	0	100	285
innersphere.crab.crb-27sl	crb-27sl	50	xl 250	1 e		2 e	1 ams	1 e	1 e	5			100 - 325 xl 250	5 0 0	115 / 35 25 / 30	2,860 7,144,233	innersphere	333	crab	normal	250	0	100	325
innersphere.crab.florentine hero	florentine hero	50	xl 250	1 b	2 m (20x2)		1 ams 2 e	1 b					100 - 325 xl 250	2 2 2	115 / 35 25 / 30	n/a	innersphere	551	crab	hero	250	0	100	325
innersphere.enforcer.enf-5d	enf-5d	50	xl 250	1 e	2 e		1 ams	2 b		5			100 - 325 xl 250	3 2 0	125 / 35 20 / 30	3,030 7,566,723	innersphere	248	enforcer	normal	250	0	100	325
innersphere.enforcer.enf-5p	enf-5p	50	xl 250	2 b	1 e		1 ams	2 b		2			100 - 325 xl 250	1 4 0	125 / 35 20 / 30	2,700 6,743,201	innersphere	250	enforcer	normal	250	0	100	325
innersphere.enforcer.ghillie hero	ghillie hero	50	xl 250	2 e	2 e		1 ecm 1 ams	1 b		5			100 - 300 xl 250	4 1 0	125 / 35 20 / 30	n/a	innersphere	552	enforcer	hero	250	0	100	300
innersphere.trebuchet.tbt-7m	tbt-7m	50	xl 250	1 e 1 m (20)	1 m (20)		1 ams 1 m (20)	2 e		5			100 - 325 xl 250	3 0 3	115 / 35 35 / 40	3,050 7,623,797	innersphere	59	trebuchet	normal	250	0	100	325
innersphere.uziel.uzl-6p	uzl-6p	50	xl 250	2 e	1 e		1 ams 1 e	2 e		6			100 - 325 xl 250	6 0 0	125 / 40 35 / 35	n/a	innersphere	563	uziel	normal	250	0	100	325
innersphere.catapult.cplt-a1(c) champion	cplt-a1(c) champion	65	xl 255	3 m (20, 10x2)			1 ams	3 m (20, 10x2)		4			130 - 315 xl 255	0 0 6	120 / 0 16 / 35	2,790	innersphere	91	catapult	champion	255	0	130	315
innersphere.enforcer.enf-4r(c) champion	enf-4r(c) champion	50	xl 255	3 e	2 e		1 ams	1 b		4			100 - 260 xl 255	5 1 0	125 / 35 20 / 30	1,915	innersphere	317	enforcer	champion	255	0	100	260
innersphere.stalker.stk-5s	stk-5s	85	xl 255	2 e 1 m (10)	1 ams 1 e 1 m (6)		1 ams 1 e 1 m (6)	2 e 1 m (10)					80 - 310 xl 255	6 0 4	60 / 0 20 / 30	4,370 10,921,480	innersphere	50	stalker	normal	255	0	80	310
innersphere.trebuchet.tbt-7m(c) champion	tbt-7m(c) champion	50	xl 255	1 e 1 m (20)	1 m (20)		1 ams 1 m (20)	2 e		5			100 - 325 xl 255	3 0 3	115 / 35 35 / 40	3,815	innersphere	215	trebuchet	champion	255	0	100	325
innersphere.jagermech.jm6-dd	jm6-dd	65	xl 260	3 b	1 ams 1 e		1 e	3 b					130 - 315 xl 260	2 6 0	110 / 0 20 / 35	3,410 8,513,253	innersphere	65	jagermech	normal	260	0	130	315
innersphere.roughneck.powerhouse hero	powerhouse hero	65	xl 260	2 e	1 ams 2 m (20x2)	1 m (10)	1 b	2 b					130 - 315 xl 260	2 3 3	100 / 20 20 / 25	n/a	innersphere	682	roughneck	hero	260	0	130	315
innersphere.roughneck.reaver hero	reaver hero	65	xl 260	1 b	1 ams 2 e	1 m (10)	2 e	1 b					130 - 315 xl 260	4 2 1	100 / 20 20 / 25	n/a	innersphere	540	roughneck	hero	260	0	130	315
innersphere.roughneck.rgh-2a	rgh-2a	65	xl 260	1 b	1 ams 1 m (20)	2 e	1 b	1 b	1 e				130 - 315 xl 260	3 3 1	100 / 20 20 / 25	7,858,972	innersphere	538	roughneck	normal	260	0	130	315
innersphere.jagermech.jm6-a(c) champion	jm6-a(c) champion	65	xl 265	1 b 2 m (20x2)	1 ams 1 e		1 e	1 b 2 m (20x2)					130 - 315 xl 265	2 2 4	90 / 0 20 / 35	2,740	innersphere	278	jagermech	champion	265	0	130	315
innersphere.shadowhawk.shd-2h(c) champion	shd-2h(c) champion	55	xl 265		1 ams 3 b		2 m (10x2)	1 e	1 m (5)	3			110 - 360 xl 265	1 3 3	90 / 35 30 / 30	2,185	innersphere	161	shadowhawk	champion	265	0	110	360
innersphere.hellspawn.hsn-7d	hsn-7d	45	xl 270	2 e	1 m (20)	1 ecm	1 ams 1 e	1 e 1 m (20)		6			100 - 355 xl 270	4 0 2	110 / 30 25 / 30	n/a	innersphere	649	hellspawn	normal	270	0	100	355
innersphere.hellspawn.hsn-7p special	hsn-7p special	45	xl 270	1 e	2 m (20x2)	1 e	1 ams 2 e	1 e					100 - 355 xl 270	5 0 2	110 / 30 25 / 30	n/a	innersphere	652	hellspawn	special	270	0	100	355
innersphere.hellspawn.hsn-8e	hsn-8e	45	xl 270	1 e	2 m (20x2)	1 ecm	1 ams 1 e	1 e 1 m (20)		6			100 - 355 xl 270	3 0 3	110 / 30 25 / 30	n/a	innersphere	650	hellspawn	normal	270	0	100	355
innersphere.hellspawn.hsn-8p special	hsn-8p special	45	xl 270	2 m (20x2)	1 m (20)		1 ams 2 e	2 m (20x2)		6			100 - 355 xl 270	2 0 5	110 / 30 25 / 30	n/a	innersphere	653	hellspawn	special	270	0	100	355
innersphere.hellspawn.hsn-9f special	hsn-9f special	45	xl 270	2 e	2 m (20x2)		1 ams	1 e 2 m (20x2)		6			100 - 355 xl 270	3 0 4	110 / 30 25 / 30	n/a	innersphere	651	hellspawn	special	270	0	100	355
innersphere.hellspawn.paralyzer hero	paralyzer hero	45	xl 270	2 e 1 m (20)	1 e	1 ecm	1 ams 1 e	2 e 1 m (20)		6			100 - 355 xl 270	6 0 2	110 / 30 25 / 30	n/a	innersphere	654	hellspawn	hero	270	0	100	355
innersphere.mauler.knockout hero	knockout hero	90	xl 270	1 ams 1 b	2 e 2 m (20x2)		2 e 2 m (20x2)	1 b					180 - 325 xl 270	4 2 4	70 / 25 20 / 35	n/a	innersphere	556	mauler	hero	270	0	180	325
innersphere.mauler.mal-1p	mal-1p	90	xl 270	1 ams 2 e	2 b 1 m (20)		2 b 1 m (20)	2 e					180 - 325 xl 270	4 4 2	70 / 25 20 / 35	4,645 11,603,674	innersphere	327	mauler	normal	270	0	180	325
innersphere.mauler.mal-1r	mal-1r	90	xl 270	1 ams 1 e	2 b 2 m (20x2)		2 b 2 m (20x2)	1 e					180 - 325 xl 270	2 4 4	70 / 25 20 / 35	4,765 11,903,674	innersphere	325	mauler	normal	270	0	180	325
innersphere.phoenixhawk.kuroi kiri hero	kuroi kiri hero	45	xl 270	2 b 2 e	1 ams			1 ams 2 e		6			100 - 355 xl 270	4 2 0	110 / 30 25 / 35	3,375	innersphere	419	phoenixhawk	hero	270	0	100	355
innersphere.phoenixhawk.pxh-1b	pxh-1b	45	xl 270	1 b 1 e	1 ams	1 ecm	1 e	1 b 2 e		6			100 - 355 xl 270	4 2 0	110 / 30 25 / 35	3,160 7,895,553	innersphere	414	phoenixhawk	normal	270	0	100	355
innersphere.phoenixhawk.pxh-3s	pxh-3s	45	xl 270	2 b 1 e	1 ams			1 ams 2 e		6			100 - 355 xl 270	3 2 0	110 / 30 25 / 35	2,865 7,154,013	innersphere	417	phoenixhawk	normal	270	0	100	355
innersphere.phoenixhawk.roc hero	roc hero	45	xl 270	1 b 1 e 2 m (20x2)	1 ams			1 ams 2 e		6			100 - 355 xl 270	3 1 2	110 / 30 25 / 35	3,375	innersphere	418	phoenixhawk	hero	270	0	100	355
innersphere.bushwacker.bsw-p1	bsw-p1	55	xl 275	2 m (20, 15)	2 m (20x2)	1 e	2 m (20x2)	1 b	1 ams				200 - 360 xl 275	1 1 6	110 / 35 30 / 30	n/a	innersphere	504	bushwacker	normal	275	0	200	360
innersphere.bushwacker.bsw-p2	bsw-p2	55	xl 275	1 m (20)	1 b 1 m (20)	2 e	1 b	2 e	1 ams				200 - 360 xl 275	4 2 2	110 / 35 30 / 30	n/a	innersphere	505	bushwacker	normal	275	0	200	360
innersphere.bushwacker.bsw-s2	bsw-s2	55	xl 275	2 m (20, 15)	1 ams 2 m (20x2)	2 e		1 b	1 ams				200 - 360 xl 275	2 1 4	110 / 35 30 / 30	n/a	innersphere	503	bushwacker	normal	275	0	200	360
innersphere.bushwacker.bsw-x1	bsw-x1	55	xl 275	2 m (20, 15)	1 b 1 m (20)	1 e	2 b	1 b	1 ams				200 - 360 xl 275	1 4 3	110 / 35 30 / 30	n/a	innersphere	501	bushwacker	normal	275	0	200	360
innersphere.bushwacker.bsw-x2	bsw-x2	55	xl 275	1 m (20)	1 b 2 m (20x2)	2 e	1 b	1 b	1 ams				200 - 360 xl 275	2 3 3	110 / 35 30 / 30	n/a	innersphere	502	bushwacker	normal	275	0	200	360
innersphere.bushwacker.high roller hero	high roller hero	55	xl 275	3 e	1 b 1 m (20)	1 e	1 b	1 b	1 ams				200 - 360 xl 275	4 3 1	110 / 35 30 / 30	n/a	innersphere	506	bushwacker	hero	275	0	200	360
innersphere.dervish.dv-7p	dv-7p	55	xl 275	1 e 2 m (20x2)	1 e	1 ams	1 e	1 e 2 m (20x2)		5			110 - 360 xl 275	4 0 4	130 / 20 20 / 20	n/a	innersphere	813	dervish	normal	275	0	110	360
innersphere.dervish.dv-8d	dv-8d	55	xl 275	2 e	2 m (20x2)	1 ams	2 m (20x2)	2 e		5			110 - 360 xl 275	4 0 4	130 / 20 20 / 20	n/a	innersphere	811	dervish	normal	275	0	110	360
innersphere.dervish.frenzy hero	frenzy hero	55	xl 275	2 m (20x2)	2 m (20x2)	1 ams	2 m (20x2)	2 m (20x2)		5			110 - 360 xl 275	0 0 8	130 / 20 20 / 20	n/a	innersphere	814	dervish	hero	275	0	110	360
innersphere.griffin.grf-3m	grf-3m	55	xl 275		1 ams 1 e		4 m (20, 10x3)	1 e		7			110 - 360 xl 275	2 0 4	130 / 35 25 / 30	3,315 8,277,351	innersphere	128	griffin	normal	275	0	110	360
innersphere.griffin.grf-5m	grf-5m	55	xl 275		1 ams 2 e		2 m (20, 10)	4 b		7			110 - 360 xl 275	2 4 2	130 / 35 25 / 30	n/a	innersphere	670	griffin	normal	275	0	110	360
innersphere.griffin.grf-5m(l) special	grf-5m(l) special	55	xl 275		1 ams 2 e		2 m (20, 10)	4 b		7			110 - 360 xl 275	2 4 2	130 / 35 25 / 30	n/a	innersphere	644	griffin	special	275	0	110	360
innersphere.highlander.heavy metal hero	heavy metal hero	90	xl 275	3 e	1 ams 2 m (20, 10)			2 b		5			180 - 330 xl 275	3 2 2	90 / 20 20 / 30	6,750	innersphere	69	highlander	hero	275	0	180	330
innersphere.shadowhawk.gray death hero	gray death hero	55	xl 275	2 e	1 ams 1 b		1 m (10)	2 e	1 m (5)	4			110 - 360 xl 275	4 1 2	90 / 35 30 / 30	4,125	innersphere	223	shadowhawk	hero	275	0	110	360
innersphere.shadowhawk.shd-5m	shd-5m	55	xl 275		1 ams 2 b		1 m (10)	2 e	1 m (5)	5			110 - 360 xl 275	2 2 2	90 / 35 30 / 30	3,270 8,166,799	innersphere	112	shadowhawk	normal	275	0	110	360
innersphere.wolverine.quarantine hero	quarantine hero	55	xl 275				1 ams 2 m (10x2)	1 b 3 e		7			110 - 360 xl 275	3 1 2	125 / 30 30 / 35	4,125	innersphere	316	wolverine	hero	275	0	110	360
innersphere.wolverine.wvr-7d	wvr-7d	55	xl 275		2 m (10x2)		1 ams	2 b	1 e	5			110 - 360 xl 275	1 2 2	125 / 30 30 / 35	3,170 7,916,335	innersphere	429	wolverine	normal	275	0	110	360
innersphere.wolverine.wvr-7d(l) special	wvr-7d(l) special	55	xl 275		2 m (10x2)		1 ams	2 b	1 e	5			110 - 360 xl 275	1 2 2	125 / 30 30 / 35	n/a	innersphere	340	wolverine	special	275	0	110	360
innersphere.wolverine.wvr-7k	wvr-7k	55	xl 275		2 m (10x2)		1 ams 1 m (10)	2 e	1 e	7			110 - 360 xl 275	3 0 3	125 / 30 30 / 35	3,005 7,506,381	innersphere	132	wolverine	normal	275	0	110	360
innersphere.archer.arc-5s	arc-5s	70	xl 280	1 e 1 m (20)	2 m (20x2)	2 e	1 ams 1 m (20)	1 e 1 m (20)					140 - 340 xl 280	4 0 5	120 / 20 25 / 30	3,825 9,551,235	innersphere	393	archer	normal	280	0	140	340
innersphere.archer.arc-5w	arc-5w	70	xl 280	2 m (20x2)	2 m (20x2)	1 m (10)	1 ams 2 m (20x2)	2 m (20x2)					140 - 340 xl 280	0 0 9	100 / 20 25 / 30	3,805 9,503,235	innersphere	394	archer	normal	280	0	140	340
innersphere.assassin.asn-101(c) champion	asn-101(c) champion	40	xl 280		1 e 1 m (10)	1 ams	1 e 1 m (10)	1 e	1 e	5			100 - 380 xl 280	4 0 2	130 / 30 30 / 30	n/a	innersphere	700	assassin	champion	280	0	100	380
innersphere.assassin.asn-26	asn-26	40	xl 280		2 e	1 ams	2 b	2 e		7			100 - 365 xl 280	4 2 0	130 / 30 30 / 30	n/a	innersphere	523	assassin	normal	280	0	100	365
innersphere.assassin.asn-27	asn-27	40	xl 280		1 ecm 1 m (10)	1 ams	1 m (10)	2 e	1 e	7			100 - 365 xl 280	3 0 2	130 / 30 30 / 30	n/a	innersphere	524	assassin	normal	280	0	100	365
innersphere.assassin.darkdeath hero	darkdeath hero	40	xl 280		1 ecm 1 e	1 ams	2 m (10x2)	1 b	1 e	7			100 - 365 xl 280	2 1 2	130 / 30 30 / 30	n/a	innersphere	525	assassin	hero	280	0	100	365
innersphere.cataphract.ctf-3d	ctf-3d	70	xl 280	1 e	1 ams 1 e		1 b 1 e	1 b 1 e		4			140 - 340 xl 280	4 2 0	90 / 20 20 / 30	3,955 9,881,953	innersphere	40	cataphract	normal	280	0	140	340
innersphere.cataphract.ctf-3l	ctf-3l	70	xl 280	1 e	1 ams 1 e		1 b 1 e	2 e					140 - 340 xl 280	5 1 0	90 / 10 20 / 30	n/a	innersphere	43	cataphract	normal	280	0	140	340
innersphere.cataphract.ctf-3l(l) special	ctf-3l(l) special	70	xl 280	1 e	1 ams 1 e		1 b 1 e	2 e					140 - 340 xl 280	5 1 0	90 / 10 20 / 30	n/a	innersphere	464	cataphract	special	280	0	140	340
innersphere.cataphract.ilya muromets hero	ilya muromets hero	70	xl 280	1 b	1 ams 1 e		1 b 1 e	1 b 1 e					140 - 340 xl 280	3 3 0	90 / 20 20 / 30	5,250	innersphere	54	cataphract	hero	280	0	140	340
innersphere.crab.crb-27b(c) champion	crb-27b(c) champion	50	xl 280	2 e		1 e	1 ams	2 e	1 e				100 - 325 xl 280	6 0 0	115 / 35 25 / 30	2,125	innersphere	449	crab	champion	280	0	100	325
innersphere.grasshopper.mjlnir hero	mjlnir hero	70	xl 280	1 b	1 ams 2 e	1 e	2 e	2 e		4			140 - 340 xl 280	7 1 0	120 / 30 20 / 30	n/a	innersphere	553	grasshopper	hero	280	0	140	340
innersphere.jagermech.firebrand hero	firebrand hero	65	xl 280	1 b 1 e	1 ams 2 e		2 e	1 b 1 e					130 - 340 xl 280	6 2 0	100 / 0 20 / 35	4,875	innersphere	81	jagermech	hero	280	0	130	340
innersphere.raven.huginn hero	huginn hero	35	xl 280	2 b	1 ams 1 m (20)		1 m (20)	2 b		2			100 - 300 xl 280	0 4 2	120 / 0 20 / 30	2,625	innersphere	148	raven	hero	280	0	100	300
innersphere.spider.sdr-5k(c) champion	sdr-5k(c) champion	30	xl 280	2 b	1 ams	1 e		2 b		6			100 - 285 xl 280	1 4 0	110 / 40 20 / 30	1,235	innersphere	104	spider	champion	280	0	100	285
innersphere.warhammer.black widow hero	black widow hero	70	xl 280	1 e	2 b 1 e	1 ams	2 b 1 e 1 m (20)	1 e					140 - 340 xl 280	4 4 1	110 / 25 25 / 25	5,250	innersphere	385	warhammer	hero	280	0	140	340
innersphere.warhammer.whm-4l	whm-4l	70	xl 280	2 e	1 ams 1 e	1 ecm	1 m (20)	2 e	1 e				140 - 340 xl 280	6 0 1	110 / 25 25 / 25	n/a	innersphere	778	warhammer	normal	280	0	140	340
innersphere.corsair.broadside hero	broadside hero	95	xl 285	1 b	1 ams 1 b	1 m (10)	1 ams 1 e 1 m (20)	2 e	1 m (5)				200 - 345 xl 285	3 2 3	95 / 25 20 / 25	n/a	innersphere	789	corsair	hero	285	0	200	345
innersphere.corsair.ravager hero	ravager hero	95	xl 285	1 b 1 e	1 ams 1 e	1 e	1 b	2 e	1 e				200 - 345 xl 285	6 2 0	95 / 12.5 20 / 25	n/a	innersphere	788	corsair	hero	285	0	200	345
innersphere.nightstar.nsr-9j	nsr-9j	95	xl 285	1 b 2 e	1 ams		1 e	1 b 2 e	1 e				190 - 345 xl 285	6 2 0	95 / 30 25 / 30	n/a	innersphere	616	nightstar	normal	285	0	190	345
innersphere.nightstar.nsr-9p	nsr-9p	95	xl 285	1 b 1 e	1 ams 1 b	1 m (10)	1 b	1 b 1 e	1 ams				190 - 345 xl 285	2 4 1	95 / 30 25 / 30	n/a	innersphere	619	nightstar	normal	285	0	190	345
innersphere.nightstar.nsr-9s	nsr-9s	95	xl 285	1 b	1 ams 1 e	1 e	1 e	1 b	1 e	4			190 - 345 xl 285	4 2 0	95 / 0 25 / 30	n/a	innersphere	618	nightstar	normal	285	0	190	345
innersphere.firestarter.fs9-s(c) champion	fs9-s(c) champion	35	xl 295	2 e	1 ams	2 e	1 ams 1 e	2 e		6			100 - 295 xl 295	7 0 0	100 / 25 15 / 30	1,620	innersphere	160	firestarter	champion	295	0	100	295
innersphere.raven.rvn-3l(c) champion	rvn-3l(c) champion	35	xl 295	1 m (20)	1 ecm 1 ams		1 e 1 m (10)	2 e					100 - 295 xl 295	3 0 2	120 / 0 20 / 30	2,940	innersphere	228	raven	champion	295	0	100	295
innersphere.vindicator.vnd-1aa(c) champion	vnd-1aa(c) champion	45	xl 295	1 e	1 ams 1 m (20)		1 ams	2 e	1 e	6			100 - 295 xl 295	4 0 1	125 / 35 30 / 30	1,850	innersphere	398	vindicator	champion	295	0	100	295
innersphere.wolfhound.wlf-1(c) champion	wlf-1(c) champion	35	xl 295		1 ams 1 e	2 e	1 e	1 e					100 - 315 xl 295	5 0 0	110 / 40 25 / 25	n/a	innersphere	526	wolfhound	champion	295	0	100	315
innersphere.annihilator.mean baby hero	mean baby hero	100	xl 300	2 e	2 m (20x2)	1 e	1 ams 2 m (20x2)	2 e	1 e				200 - 300 xl 300	6 0 4	90 / 40 20 / 25	n/a	innersphere	571	annihilator	hero	300	0	200	300
innersphere.atlas.as7-k	as7-k	100	xl 300	1 ams 1 e	1 m (10)	2 e	1 b	1 ams 1 e					200 - 360 xl 300	4 1 1	90 / 40 16 / 30	5,480 13,691,066	innersphere	25	atlas	normal	300	0	200	360
innersphere.atlas.kraken hero	kraken hero	100	xl 300	1 ams 1 e	2 m (10x2)	2 e	1 b	2 e					200 - 360 xl 300	5 1 2	90 / 40 16 / 30	n/a	innersphere	695	atlas	hero	300	0	200	360
innersphere.centurion.cn9-d	cn9-d	50	xl 300		2 m (20x2)	2 e	1 ams	2 b					100 - 390 xl 300	2 2 2	90 / 35 25 / 35	3,265 8,158,590	innersphere	29	centurion	normal	300	0	100	390
innersphere.champion.chp-3n	chp-3n	60	xl 300	1 ams 1 e	2 e 1 m (20)	2 e	1 b	1 e					120 - 360 xl 300	6 1 1	100 / 0 20 / 35	n/a	innersphere	742	champion	normal	300	0	120	360
innersphere.champion.invictus hero	invictus hero	60	xl 300	1 ams 1 e 1 m (20)	1 m (20)		1 m (20)	1 e 1 m (20)		5			120 - 360 xl 300	2 0 4	100 / 0 20 / 35	n/a	innersphere	745	champion	hero	300	0	120	360
innersphere.dragon.drg-5n(c) champion	drg-5n(c) champion	60	xl 300	2 e		1 m (10)	1 ams	3 b					120 - 360 xl 300	2 3 1	90 / 40 20 / 30	2,550	innersphere	74	dragon	champion	300	0	120	360
innersphere.jenner.jr7-d(s) sarah	jr7-d(s) sarah	35	xl 300	2 e	1 ams	2 m (10, 5)		2 e		5			100 - 300 xl 300	4 0 2	120 / 0 20 / 30		innersphere	86	jenner	sarah	300	0	100	300
innersphere.jenner.jr7-f(c) champion	jr7-f(c) champion	35	xl 300	3 e	1 ams			3 e		5			100 - 300 xl 300	6 0 0	120 / 0 20 / 30	1,450	innersphere	76	jenner	champion	300	0	100	300
innersphere.kintaro.kto-18(c) champion	kto-18(c) champion	55	xl 300	1 e 2 m (20, 15)	1 ams	1 m (10)	2 m (20x2)	1 e					110 - 360 xl 300	2 0 5	90 / 20 30 / 30	2,240	innersphere	202	kintaro	champion	300	0	110	360
innersphere.marauder.mad-5d	mad-5d	75	xl 300	2 e	1 ams 2 m (20x2)		1 e	2 e		4			150 - 360 xl 300	5 0 2	85 / 20 20 / 30	4,370 10,915,183	innersphere	346	marauder	normal	300	0	150	360
innersphere.marauder.mad-5m	mad-5m	75	xl 300	3 e	1 ams		2 b	2 e		4			150 - 360 xl 300	5 2 0	85 / 20 20 / 30	4,315 10,776,138	innersphere	347	marauder	normal	300	0	150	360
innersphere.marauderii.alpha hero	alpha hero	100	xl 300	2 b	2 m (20x2)	1 ams	2 e	2 b		3			200 - 360 xl 300	2 4 2	70 / 20 20 / 30	n/a	innersphere	796	marauderii	hero	300	0	200	360
innersphere.marauderii.mad-5a	mad-5a	100	xl 300	3 e	1 ams		2 b	3 e		3			200 - 360 xl 300	6 2 0	70 / 20 20 / 30	n/a	innersphere	793	marauderii	normal	300	0	200	360
innersphere.orion.on1-m	on1-m	75	xl 300	1 e 1 m (15)	1 ams 1 m (20)	1 m (6)	1 b	2 e					150 - 360 xl 300	3 1 3	90 / 20 20 / 30	4,290 10,715,293	innersphere	98	orion	normal	300	0	150	360
innersphere.thanatos.tns-4p	tns-4p	75	xl 300	2 b	1 ecm 2 e		1 ams 2 e	1 m (20)		5			150 - 360 xl 300	4 2 1	110 / 10 20 / 30	n/a	innersphere	638	thanatos	normal	300	0	150	360
innersphere.thanatos.tns-5s	tns-5s	75	xl 300	2 e	1 ecm 1 b		1 ams 1 b	2 m (20x2)		5			150 - 360 xl 300	2 2 2	110 / 20 20 / 30	n/a	innersphere	640	thanatos	normal	300	0	150	360
innersphere.trebuchet.tbt-3c	tbt-3c	50	xl 300	1 e 1 m (20)		1 e	1 ams 1 m (20)	2 e					100 - 390 xl 300	4 0 2	115 / 35 35 / 40	3,405 8,503,816	innersphere	60	trebuchet	normal	300	0	100	390
innersphere.uziel.belial hero	belial hero	50	xl 300	2 e	1 m (20)		1 ams 1 m (20)	2 e		6			100 - 390 xl 300	4 0 2	125 / 40 35 / 35	n/a	innersphere	564	uziel	hero	300	0	100	390
innersphere.uziel.uzl-2s	uzl-2s	50	xl 300	2 e	1 b	1 m (10)	1 ams 1 b	1 e		6			100 - 390 xl 300	3 2 1	125 / 40 35 / 35	n/a	innersphere	560	uziel	normal	300	0	100	390
innersphere.uziel.uzl-3p	uzl-3p	50	xl 300	1 b	1 e	1 m (10)	1 ams 1 e	2 b		6			100 - 390 xl 300	2 3 1	125 / 40 35 / 35	n/a	innersphere	561	uziel	normal	300	0	100	390
innersphere.uziel.uzl-3s	uzl-3s	50	xl 300	1 e	1 e	1 m (10)	1 ams 1 e	1 b 1 e		6			100 - 390 xl 300	4 1 1	125 / 40 35 / 35	n/a	innersphere	559	uziel	normal	300	0	100	390
innersphere.uziel.uzl-5p	uzl-5p	50	xl 300	1 e	1 m (20)	1 e	1 ams 1 m (20)	2 b		6			100 - 390 xl 300	2 2 2	125 / 40 35 / 35	n/a	innersphere	562	uziel	normal	300	0	100	390
innersphere.awesome.aws-9m	aws-9m	80	xl 320	1 m (20)	1 e	2 e 2 m (10, 5)	1 ams 1 e	1 e	1 e				160 - 385 xl 320	6 0 3	100 / 40 20 / 30	4,615 11,534,852	innersphere	32	awesome	normal	320	0	160	385
innersphere.cicada.cda-3f	cda-3f	40	xl 320		2 e		1 ams 2 e			8			100 - 340 xl 320	4 0 0	125 / 0 30 / 30	3,095 7,733,836	innersphere	428	cicada	normal	320	0	100	340
innersphere.cicada.cda-3f(l) special	cda-3f(l) special	40	xl 320		2 e		1 ams 2 e			8			100 - 340 xl 320	4 0 0	125 / 0 30 / 30	n/a	innersphere	339	cicada	special	320	0	100	340
innersphere.cicada.cda-3m	cda-3m	40	xl 320		1 ecm 1 b 1 e	2 e	1 ams 1 e						100 - 340 xl 320	4 1 0	125 / 0 30 / 30	2,840 7,097,444	innersphere	36	cicada	normal	320	0	100	340
